index,depth,file,result,hash,total_meas,measurements,img_width,img_height,n_two_qubit_gates,n_one_qubit_gates,amount_gates,file_size_bytes,n_barriers
58165,10,./data/images/58165.png,"[0.076, 0.924, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8f062db9351922bfae9ea97d47d6eeea,2,"[1, 2]",727,339,3,26,"{""h"": 4, ""id"": 10, ""ry"": 4, ""z"": 4, ""cx"": 1, ""cz"": 1, ""x"": 4, ""swap"": 1}",19217,1
58166,10,./data/images/58166.png,"[0.017, 0.983, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8d23d68d9bc4be41f85fa228077ec02f,2,"[1, 3]",678,339,3,26,"{""h"": 4, ""id"": 10, ""ry"": 4, ""z"": 4, ""cx"": 1, ""cz"": 1, ""x"": 4, ""swap"": 1}",19032,1
58167,10,./data/images/58167.png,"[0.038, 0.962, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8cfb53847cf9e5c317d5411b4c1c9d35,2,"[1, 4]",678,339,3,26,"{""h"": 4, ""id"": 10, ""ry"": 4, ""z"": 4, ""cx"": 1, ""cz"": 1, ""x"": 4, ""swap"": 1}",18957,1
58168,10,./data/images/58168.png,"[0.013, 0.045, 0.001, 0.941, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",71b598347b8dfabd9e2b8ab4dee2300a,2,"[2, 3]",678,339,3,26,"{""h"": 4, ""id"": 10, ""ry"": 4, ""z"": 4, ""cx"": 1, ""cz"": 1, ""x"": 4, ""swap"": 1}",19020,1
58169,10,./data/images/58169.png,"[0.002, 0.07, 0.03, 0.898, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0ab04139bcca64eed4f0e1124140ccef,2,"[2, 4]",678,339,3,26,"{""h"": 4, ""id"": 10, ""ry"": 4, ""z"": 4, ""cx"": 1, ""cz"": 1, ""x"": 4, ""swap"": 1}",18950,1
58170,9,./data/images/58170.png,"[0.022, 0.032, 0.946, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",af04c663536642001519c54c2aa0288f,2,"[3, 4]",630,339,3,26,"{""h"": 4, ""id"": 10, ""ry"": 4, ""z"": 4, ""cx"": 1, ""cz"": 1, ""x"": 4, ""swap"": 1}",18766,1
58171,10,./data/images/58171.png,"[0.036, 0.387, 0.046, 0.531, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",e48680c07c03d8816102f7f5948fa806,3,"[0, 1, 2]",775,339,3,26,"{""h"": 4, ""id"": 10, ""ry"": 4, ""z"": 4, ""cx"": 1, ""cz"": 1, ""x"": 4, ""swap"": 1}",20636,1
58172,10,./data/images/58172.png,"[0.008, 0.005, 0.396, 0.591, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3970a2948bd505ecf80a06c924cac217,3,"[0, 1, 3]",727,339,3,26,"{""h"": 4, ""id"": 10, ""ry"": 4, ""z"": 4, ""cx"": 1, ""cz"": 1, ""x"": 4, ""swap"": 1}",20514,1
58173,10,./data/images/58173.png,"[0.017, 0.558, 0.009, 0.416, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",6231421228c1598a0c1512e2fdd2b659,3,"[0, 1, 4]",727,339,3,26,"{""h"": 4, ""id"": 10, ""ry"": 4, ""z"": 4, ""cx"": 1, ""cz"": 1, ""x"": 4, ""swap"": 1}",20468,1
58174,10,./data/images/58174.png,"[0.001, 0.001, 0.011, 0.03, 0.015, 0.524, 0.032, 0.386, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",abb18272d64f26f868f11542bb5521a5,3,"[0, 2, 3]",727,339,3,26,"{""h"": 4, ""id"": 10, ""ry"": 4, ""z"": 4, ""cx"": 1, ""cz"": 1, ""x"": 4, ""swap"": 1}",20487,1
58175,10,./data/images/58175.png,"[0.01, 0.043, 0.002, 0.026, 0.001, 0.024, 0.511, 0.383, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",b92f19317c5071aaf01617fb7dcbaea9,3,"[0, 2, 4]",727,339,3,26,"{""h"": 4, ""id"": 10, ""ry"": 4, ""z"": 4, ""cx"": 1, ""cz"": 1, ""x"": 4, ""swap"": 1}",20443,1
58176,10,./data/images/58176.png,"[0.005, 0.01, 0.013, 0.022, 0.393, 0.557, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2f11c2e6d14f384ef76cb90715ba9cfa,3,"[0, 3, 4]",678,339,3,26,"{""h"": 4, ""id"": 10, ""ry"": 4, ""z"": 4, ""cx"": 1, ""cz"": 1, ""x"": 4, ""swap"": 1}",20253,1
58177,10,./data/images/58177.png,"[0.001, 0.018, 0.062, 0.919, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",45c2575ad6c86efc6c5e7e137171cdba,3,"[1, 2, 3]",727,339,3,26,"{""h"": 4, ""id"": 10, ""ry"": 4, ""z"": 4, ""cx"": 1, ""cz"": 1, ""x"": 4, ""swap"": 1}",20388,1
58178,10,./data/images/58178.png,"[0.028, 0.004, 0.07, 0.898, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8f43302bff9103c9fbba2bbfc4d79a32,3,"[1, 2, 4]",727,339,3,26,"{""h"": 4, ""id"": 10, ""ry"": 4, ""z"": 4, ""cx"": 1, ""cz"": 1, ""x"": 4, ""swap"": 1}",20348,1
58179,10,./data/images/58179.png,"[0.026, 0.942, 0.032, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",da96f3d6d6fb9474f5c643eb44c81668,3,"[1, 3, 4]",678,339,3,26,"{""h"": 4, ""id"": 10, ""ry"": 4, ""z"": 4, ""cx"": 1, ""cz"": 1, ""x"": 4, ""swap"": 1}",20162,1
58180,10,./data/images/58180.png,"[0.027, 0.016, 0.892, 0.065, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",33ee7b59b9c2a3a6d4d485b44382bc43,3,"[2, 3, 4]",678,339,3,26,"{""h"": 4, ""id"": 10, ""ry"": 4, ""z"": 4, ""cx"": 1, ""cz"": 1, ""x"": 4, ""swap"": 1}",20152,1
58181,10,./data/images/58181.png,"[0.001, 0.006, 0.009, 0.035, 0.027, 0.387, 0.535, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2089f3ec5ce732c008e9f0a4bd28158e,4,"[0, 1, 2, 3]",775,339,3,26,"{""h"": 4, ""id"": 10, ""ry"": 4, ""z"": 4, ""cx"": 1, ""cz"": 1, ""x"": 4, ""swap"": 1}",21738,1
58182,10,./data/images/58182.png,"[0.002, 0.024, 0.036, 0.012, 0.512, 0.002, 0.014, 0.398, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",a639e1792b1d0273ce5d68bfdc2259ea,4,"[0, 1, 2, 4]",775,339,3,26,"{""h"": 4, ""id"": 10, ""ry"": 4, ""z"": 4, ""cx"": 1, ""cz"": 1, ""x"": 4, ""swap"": 1}",21683,1
58183,10,./data/images/58183.png,"[0.006, 0.005, 0.016, 0.001, 0.014, 0.382, 0.576, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",407cf5cffa9a49e3309e24eef2017c70,4,"[0, 1, 3, 4]",727,339,3,26,"{""h"": 4, ""id"": 10, ""ry"": 4, ""z"": 4, ""cx"": 1, ""cz"": 1, ""x"": 4, ""swap"": 1}",21545,1
58184,10,./data/images/58184.png,"[0.002, 0.006, 0.009, 0.037, 0.006, 0.023, 0.002, 0.013, 0.001, 0.36, 0.541, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",fad216b0c4d2dba6e563468d789cb4d5,4,"[0, 2, 3, 4]",727,339,3,26,"{""h"": 4, ""id"": 10, ""ry"": 4, ""z"": 4, ""cx"": 1, ""cz"": 1, ""x"": 4, ""swap"": 1}",21523,1
58185,10,./data/images/58185.png,"[0.002, 0.05, 0.006, 0.018, 0.014, 0.91, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",c3defe2c4c22d7bfc9890cdab12a837c,4,"[1, 2, 3, 4]",727,339,3,26,"{""h"": 4, ""id"": 10, ""ry"": 4, ""z"": 4, ""cx"": 1, ""cz"": 1, ""x"": 4, ""swap"": 1}",21429,1
58186,10,./data/images/58186.png,"[0.001, 0.011, 0.046, 0.009, 0.009, 0.014, 0.026, 0.531, 0.353, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",d4bf1b5ffba7a0114ce8a0d1a5750723,5,"[0, 1, 2, 3, 4]",775,339,3,26,"{""h"": 4, ""id"": 10, ""ry"": 4, ""z"": 4, ""cx"": 1, ""cz"": 1, ""x"": 4, ""swap"": 1}",22801,1
58125,4,./data/images/58125.png,"[0.484, 0.516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",5c899ac157a2feb4c6bd1d4a3621e794,1,[0],340,339,1,6,"{""ry"": 1, ""swap"": 1, ""x"": 2, ""h"": 2, ""id"": 1}",9318,0
58126,5,./data/images/58126.png,"[0.081, 0.919, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",760f9d31c47ff9494dc5e46f3999037a,1,[1],340,339,1,6,"{""ry"": 1, ""swap"": 1, ""x"": 2, ""h"": 2, ""id"": 1}",9254,0
58127,4,./data/images/58127.png,"[0.52, 0.48, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",c7e2113c77d3980159ed72df123b9174,1,[2],292,339,1,6,"{""ry"": 1, ""swap"": 1, ""x"": 2, ""h"": 2, ""id"": 1}",9087,0
58128,4,./data/images/58128.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",65111bbcdd3f3518e29b9012388c3cf7,1,[3],292,339,1,6,"{""ry"": 1, ""swap"": 1, ""x"": 2, ""h"": 2, ""id"": 1}",9001,0
58129,4,./data/images/58129.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",656afb5d6f63d4b432b6b255ed99a092,1,[4],292,339,1,6,"{""ry"": 1, ""swap"": 1, ""x"": 2, ""h"": 2, ""id"": 1}",8878,0
58130,5,./data/images/58130.png,"[0.037, 0.433, 0.039, 0.491, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",82c519ab0baa80477d1db9f820dd0e27,2,"[0, 1]",389,339,1,6,"{""ry"": 1, ""swap"": 1, ""x"": 2, ""h"": 2, ""id"": 1}",10684,0
58131,4,./data/images/58131.png,"[0.242, 0.256, 0.266, 0.236, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",12da253bdbb268a2eb98e3ca1e485161,2,"[0, 2]",340,339,1,6,"{""ry"": 1, ""swap"": 1, ""x"": 2, ""h"": 2, ""id"": 1}",10561,0
58132,4,./data/images/58132.png,"[0.509, 0.491, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",00260fc299f712eb2c1dcb3eedf635c5,2,"[0, 3]",340,339,1,6,"{""ry"": 1, ""swap"": 1, ""x"": 2, ""h"": 2, ""id"": 1}",10504,0
58133,4,./data/images/58133.png,"[0.492, 0.508, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",6725952d1cf2b3c411eb3bf9bca2498c,2,"[0, 4]",340,339,1,6,"{""ry"": 1, ""swap"": 1, ""x"": 2, ""h"": 2, ""id"": 1}",10427,0
58134,5,./data/images/58134.png,"[0.036, 0.041, 0.466, 0.457, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",5dc9aef329c0f2b7138a6872ff9fbf48,2,"[1, 2]",340,339,1,6,"{""ry"": 1, ""swap"": 1, ""x"": 2, ""h"": 2, ""id"": 1}",10495,0
58135,5,./data/images/58135.png,"[0.071, 0.929, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",89811a8a17e0bc1566426f2af684a0a4,2,"[1, 3]",340,339,1,6,"{""ry"": 1, ""swap"": 1, ""x"": 2, ""h"": 2, ""id"": 1}",10433,0
58136,5,./data/images/58136.png,"[0.066, 0.934, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",ba2b06409465abaef603ddd04536b0df,2,"[1, 4]",340,339,1,6,"{""ry"": 1, ""swap"": 1, ""x"": 2, ""h"": 2, ""id"": 1}",10358,0
58137,4,./data/images/58137.png,"[0.489, 0.511, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3b09e306c046be7692e467c488d38d47,2,"[2, 3]",292,339,1,6,"{""ry"": 1, ""swap"": 1, ""x"": 2, ""h"": 2, ""id"": 1}",10191,0
58138,4,./data/images/58138.png,"[0.489, 0.511, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",b0bbc775acc991a95bb90a2ee6d346e7,2,"[2, 4]",292,339,1,6,"{""ry"": 1, ""swap"": 1, ""x"": 2, ""h"": 2, ""id"": 1}",10166,0
58139,4,./data/images/58139.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",79ec671600d34a97ce520dc7cc350e52,2,"[3, 4]",292,339,1,6,"{""ry"": 1, ""swap"": 1, ""x"": 2, ""h"": 2, ""id"": 1}",10083,0
58140,5,./data/images/58140.png,"[0.021, 0.246, 0.022, 0.016, 0.015, 0.238, 0.221, 0.221, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",ebc91715fe42756db0b06bf45a39faec,3,"[0, 1, 2]",389,339,1,6,"{""ry"": 1, ""swap"": 1, ""x"": 2, ""h"": 2, ""id"": 1}",11848,0
58141,5,./data/images/58141.png,"[0.03, 0.454, 0.031, 0.485, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3941b664c101cebcb6839e632bb548fd,3,"[0, 1, 3]",389,339,1,6,"{""ry"": 1, ""swap"": 1, ""x"": 2, ""h"": 2, ""id"": 1}",11833,0
58142,5,./data/images/58142.png,"[0.04, 0.038, 0.473, 0.449, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8ce585d97aafc71596eace39194e0db0,3,"[0, 1, 4]",389,339,1,6,"{""ry"": 1, ""swap"": 1, ""x"": 2, ""h"": 2, ""id"": 1}",11796,0
58143,4,./data/images/58143.png,"[0.243, 0.264, 0.252, 0.241, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9cd3fca29fccf866d2e3b3564bbc138c,3,"[0, 2, 3]",340,339,1,6,"{""ry"": 1, ""swap"": 1, ""x"": 2, ""h"": 2, ""id"": 1}",11684,0
58144,4,./data/images/58144.png,"[0.24, 0.246, 0.247, 0.267, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9bae1050319b71033e0e830ea180e7c0,3,"[0, 2, 4]",340,339,1,6,"{""ry"": 1, ""swap"": 1, ""x"": 2, ""h"": 2, ""id"": 1}",11660,0
58145,4,./data/images/58145.png,"[0.477, 0.523, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",be5a993789a7b4d996284c9ab75abdfd,3,"[0, 3, 4]",340,339,1,6,"{""ry"": 1, ""swap"": 1, ""x"": 2, ""h"": 2, ""id"": 1}",11618,0
58146,5,./data/images/58146.png,"[0.454, 0.483, 0.026, 0.037, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",b5c3ae87cb0c7b0b7a06b56e7b47ddff,3,"[1, 2, 3]",340,339,1,6,"{""ry"": 1, ""swap"": 1, ""x"": 2, ""h"": 2, ""id"": 1}",11620,0
58147,5,./data/images/58147.png,"[0.03, 0.047, 0.434, 0.489, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1fc1e90a949e866f6ba89d450be4a761,3,"[1, 2, 4]",340,339,1,6,"{""ry"": 1, ""swap"": 1, ""x"": 2, ""h"": 2, ""id"": 1}",11596,0
58148,5,./data/images/58148.png,"[0.076, 0.924, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",13c15381d358ca4dfffed2fa4e534bdd,3,"[1, 3, 4]",340,339,1,6,"{""ry"": 1, ""swap"": 1, ""x"": 2, ""h"": 2, ""id"": 1}",11547,0
58149,4,./data/images/58149.png,"[0.469, 0.531, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",112b32c17be1df7bd403b347013ca950,3,"[2, 3, 4]",292,339,1,6,"{""ry"": 1, ""swap"": 1, ""x"": 2, ""h"": 2, ""id"": 1}",11299,0
58150,5,./data/images/58150.png,"[0.016, 0.023, 0.012, 0.23, 0.223, 0.012, 0.248, 0.236, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",b8b5d6791d9118117886d4a3aa273ab7,4,"[0, 1, 2, 3]",389,339,1,6,"{""ry"": 1, ""swap"": 1, ""x"": 2, ""h"": 2, ""id"": 1}",12896,0
58151,5,./data/images/58151.png,"[0.013, 0.023, 0.027, 0.023, 0.246, 0.211, 0.223, 0.234, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",121676abe9c73d7863b3a3516013486b,4,"[0, 1, 2, 4]",389,339,1,6,"{""ry"": 1, ""swap"": 1, ""x"": 2, ""h"": 2, ""id"": 1}",12876,0
